Tue Jun 16 05:37:18 PM EDT 2026
host=c1000a-s25.ufhpc
pwd=/blue/guralnick/share/r.dinnage/Projects/phenovision
[single] PREADAPT_ARGS supplied (REDESIGN single-run path).
[single] args: --condition mae --variant adamw --shared-tokenizer mae --seed 42 --num_epochs 15 --batch_size 768 --phase2_batch_size 384 --blr 0.0005 --weight_decay 0.05 --max_train_samples 214000 --sampler_delta 0.01 --sampler_min_step 5 --sampler_max_step 200 --backpressure-high 6 --backpressure-low 2 --demo_kappa 1 --demo_warmup 200 --val_every_n 100 --projection_dim 8192 --retention_latest_keep 2
============================================================
PhenoVision preadapt trainer (pretraining-as-preadaptation)
============================================================
  run_id           : mae__adamw__s42
  condition        : mae
  variant          : adamw
  shared-tokenizer : mae
  seed             : 42
  output_dir       : /blue/guralnick/share/r.dinnage/Projects/phenovision/xAI/py/../../xAI/output/preadapt/mae__adamw__s42
  epochs           : 15

Device: cuda:0
Loading data...
  [TEST MODE] Limited training to 214000 samples
  Training images: 214000
  Validation subset: 10000
  Representation subset: 1000
[preadapt_models] init_model(condition='mae', exact_control_tokenizer=False): 303,303,682 params (303,303,682 currently trainable, pre-freeze).
[preadapt_train] applied MAE shared input stage (patch_embed + pos_embed).

============================================================
PHASE 1: Frozen Backbone (Equalization = ecological fitting)
============================================================
  Trainable parameters (head only): 2,050
  EMIT ckpt step=2727 reason=displacement on_ladder=True -> step00002727.pt
  EMIT ckpt step=2732 reason=displacement on_ladder=True -> step00002732.pt
  EMIT ckpt step=2737 reason=displacement on_ladder=True -> step00002737.pt
  [280/557] loss=0.4924 upd_norm=1.5430 disp=79.5449 sampler=0.0074 lr=0.000545
  EMIT ckpt step=2742 reason=displacement on_ladder=True -> step00002742.pt
  EMIT ckpt step=2747 reason=displacement on_ladder=True -> step00002747.pt
  EMIT ckpt step=2752 reason=displacement on_ladder=True -> step00002752.pt
  EMIT ckpt step=2757 reason=displacement on_ladder=True -> step00002757.pt
  [300/557] loss=0.5178 upd_norm=0.5195 disp=79.9863 sampler=0.0074 lr=0.000541
  EMIT ckpt step=2762 reason=displacement on_ladder=True -> step00002762.pt
  EMIT ckpt step=2767 reason=displacement on_ladder=True -> step00002767.pt
  EMIT ckpt step=2772 reason=displacement on_ladder=True -> step00002772.pt
  EMIT ckpt step=2777 reason=displacement on_ladder=True -> step00002777.pt
  [320/557] loss=0.5192 upd_norm=1.4550 disp=80.4823 sampler=0.0087 lr=0.000538
  EMIT ckpt step=2782 reason=displacement on_ladder=True -> step00002782.pt
  EMIT ckpt step=2787 reason=displacement on_ladder=True -> step00002787.pt
  EMIT ckpt step=2792 reason=displacement on_ladder=True -> step00002792.pt
  EMIT ckpt step=2797 reason=displacement on_ladder=True -> step00002797.pt
  [340/557] loss=0.4591 upd_norm=0.8297 disp=80.9741 sampler=0.0074 lr=0.000534
  VAL step=2800 (p2=900) val_loss=0.4300 auc_pr_mean=0.6609
  EMIT ckpt step=2802 reason=displacement on_ladder=True -> step00002802.pt
  EMIT ckpt step=2807 reason=displacement on_ladder=True -> step00002807.pt
  EMIT ckpt step=2812 reason=displacement on_ladder=True -> step00002812.pt
  EMIT ckpt step=2817 reason=displacement on_ladder=True -> step00002817.pt
  [360/557] loss=0.5560 upd_norm=2.9458 disp=81.4429 sampler=0.0068 lr=0.000530
  EMIT ckpt step=2822 reason=displacement on_ladder=True -> step00002822.pt
  EMIT ckpt step=2827 reason=displacement on_ladder=True -> step00002827.pt
  EMIT ckpt step=2832 reason=displacement on_ladder=True -> step00002832.pt
  EMIT ckpt step=2837 reason=displacement on_ladder=True -> step00002837.pt
  [380/557] loss=0.5278 upd_norm=2.1950 disp=81.9328 sampler=0.0090 lr=0.000526
  EMIT ckpt step=2842 reason=displacement on_ladder=True -> step00002842.pt
  EMIT ckpt step=2847 reason=displacement on_ladder=True -> step00002847.pt
  EMIT ckpt step=2852 reason=displacement on_ladder=True -> step00002852.pt
  EMIT ckpt step=2857 reason=displacement on_ladder=True -> step00002857.pt
  [400/557] loss=0.5028 upd_norm=0.4925 disp=82.4422 sampler=0.0064 lr=0.000522
  EMIT ckpt step=2862 reason=displacement on_ladder=True -> step00002862.pt
  EMIT ckpt step=2867 reason=displacement on_ladder=True -> step00002867.pt
  EMIT ckpt step=2872 reason=displacement on_ladder=True -> step00002872.pt
  EMIT ckpt step=2877 reason=displacement on_ladder=True -> step00002877.pt
  [420/557] loss=0.4824 upd_norm=1.6739 disp=82.8535 sampler=0.0055 lr=0.000518
  EMIT ckpt step=2882 reason=displacement on_ladder=True -> step00002882.pt
  EMIT ckpt step=2887 reason=displacement on_ladder=True -> step00002887.pt
  EMIT ckpt step=2892 reason=displacement on_ladder=True -> step00002892.pt
  EMIT ckpt step=2897 reason=displacement on_ladder=True -> step00002897.pt
  [440/557] loss=0.4831 upd_norm=0.8384 disp=83.2686 sampler=0.0072 lr=0.000514
  VAL step=2900 (p2=1000) val_loss=0.4429 auc_pr_mean=0.6672
  EMIT ckpt step=2902 reason=displacement on_ladder=True -> step00002902.pt
  EMIT ckpt step=2907 reason=displacement on_ladder=True -> step00002907.pt
  EMIT ckpt step=2912 reason=displacement on_ladder=True -> step00002912.pt
  EMIT ckpt step=2917 reason=displacement on_ladder=True -> step00002917.pt
  [460/557] loss=0.4924 upd_norm=0.7574 disp=83.6509 sampler=0.0072 lr=0.000511
  EMIT ckpt step=2922 reason=displacement on_ladder=True -> step00002922.pt
  EMIT ckpt step=2927 reason=displacement on_ladder=True -> step00002927.pt
  EMIT ckpt step=2932 reason=displacement on_ladder=True -> step00002932.pt
  EMIT ckpt step=2937 reason=displacement on_ladder=True -> step00002937.pt
  [480/557] loss=0.4853 upd_norm=0.9128 disp=84.0710 sampler=0.0099 lr=0.000507
  EMIT ckpt step=2942 reason=displacement on_ladder=True -> step00002942.pt
  EMIT ckpt step=2947 reason=displacement on_ladder=True -> step00002947.pt
  EMIT ckpt step=2952 reason=displacement on_ladder=True -> step00002952.pt
  EMIT ckpt step=2957 reason=displacement on_ladder=True -> step00002957.pt
  [500/557] loss=0.4983 upd_norm=2.5885 disp=84.5703 sampler=0.0089 lr=0.000503
  EMIT ckpt step=2962 reason=displacement on_ladder=True -> step00002962.pt
  EMIT ckpt step=2967 reason=displacement on_ladder=True -> step00002967.pt
  EMIT ckpt step=2972 reason=displacement on_ladder=True -> step00002972.pt
  EMIT ckpt step=2977 reason=displacement on_ladder=True -> step00002977.pt
  [520/557] loss=0.5402 upd_norm=3.5709 disp=84.9847 sampler=0.0096 lr=0.000499
  EMIT ckpt step=2982 reason=displacement on_ladder=True -> step00002982.pt
  EMIT ckpt step=2987 reason=displacement on_ladder=True -> step00002987.pt
  EMIT ckpt step=2992 reason=displacement on_ladder=True -> step00002992.pt
  EMIT ckpt step=2997 reason=displacement on_ladder=True -> step00002997.pt
  [540/557] loss=0.4607 upd_norm=0.6607 disp=85.3890 sampler=0.0086 lr=0.000495
  VAL step=3000 (p2=1100) val_loss=0.4531 auc_pr_mean=0.6738
  EMIT ckpt step=3002 reason=displacement on_ladder=True -> step00003002.pt
  EMIT ckpt step=3007 reason=displacement on_ladder=True -> step00003007.pt
  EMIT ckpt step=3012 reason=displacement on_ladder=True -> step00003012.pt
  EMIT ckpt step=3014 reason=epoch_end on_ladder=True -> step00003014.pt

--- Phase 2, Epoch 9 (P2 epoch 2) ---
  [0/557] loss=0.4916 upd_norm=2.0855 disp=85.7669 sampler=0.0058 lr=0.000491
  EMIT ckpt step=3019 reason=displacement on_ladder=True -> step00003019.pt
  EMIT ckpt step=3024 reason=displacement on_ladder=True -> step00003024.pt
  EMIT ckpt step=3029 reason=displacement on_ladder=True -> step00003029.pt
  EMIT ckpt step=3034 reason=displacement on_ladder=True -> step00003034.pt
  [20/557] loss=0.5601 upd_norm=3.6845 disp=86.2231 sampler=0.0069 lr=0.000487
  EMIT ckpt step=3039 reason=displacement on_ladder=True -> step00003039.pt
  EMIT ckpt step=3044 reason=displacement on_ladder=True -> step00003044.pt
  EMIT ckpt step=3049 reason=displacement on_ladder=True -> step00003049.pt
  EMIT ckpt step=3054 reason=displacement on_ladder=True -> step00003054.pt
  [40/557] loss=0.4429 upd_norm=1.5110 disp=86.7608 sampler=0.0097 lr=0.000483
  EMIT ckpt step=3059 reason=displacement on_ladder=True -> step00003059.pt
  EMIT ckpt step=3064 reason=displacement on_ladder=True -> step00003064.pt
  EMIT ckpt step=3069 reason=displacement on_ladder=True -> step00003069.pt
  EMIT ckpt step=3074 reason=displacement on_ladder=True -> step00003074.pt
  [60/557] loss=0.4610 upd_norm=0.5710 disp=87.2568 sampler=0.0056 lr=0.000479
  EMIT ckpt step=3079 reason=displacement on_ladder=True -> step00003079.pt
  EMIT ckpt step=3084 reason=displacement on_ladder=True -> step00003084.pt
  EMIT ckpt step=3089 reason=displacement on_ladder=True -> step00003089.pt
  EMIT ckpt step=3094 reason=displacement on_ladder=True -> step00003094.pt
  [80/557] loss=0.4608 upd_norm=0.9695 disp=87.6065 sampler=0.0053 lr=0.000475
  EMIT ckpt step=3099 reason=displacement on_ladder=True -> step00003099.pt
  VAL step=3100 (p2=1200) val_loss=0.4158 auc_pr_mean=0.6784
  EMIT ckpt step=3104 reason=displacement on_ladder=True -> step00003104.pt
  EMIT ckpt step=3109 reason=displacement on_ladder=True -> step00003109.pt
  EMIT ckpt step=3114 reason=displacement on_ladder=True -> step00003114.pt
  [100/557] loss=0.4672 upd_norm=0.5665 disp=87.9832 sampler=0.0053 lr=0.000471
  EMIT ckpt step=3119 reason=displacement on_ladder=True -> step00003119.pt
  EMIT ckpt step=3124 reason=displacement on_ladder=True -> step00003124.pt
  EMIT ckpt step=3129 reason=displacement on_ladder=True -> step00003129.pt
  EMIT ckpt step=3134 reason=displacement on_ladder=True -> step00003134.pt
  [120/557] loss=0.4643 upd_norm=0.2939 disp=88.3434 sampler=0.0060 lr=0.000467
  EMIT ckpt step=3139 reason=displacement on_ladder=True -> step00003139.pt
  EMIT ckpt step=3144 reason=displacement on_ladder=True -> step00003144.pt
  EMIT ckpt step=3149 reason=displacement on_ladder=True -> step00003149.pt
  EMIT ckpt step=3154 reason=displacement on_ladder=True -> step00003154.pt
  [140/557] loss=0.4646 upd_norm=0.3168 disp=88.7311 sampler=0.0066 lr=0.000463
  EMIT ckpt step=3159 reason=displacement on_ladder=True -> step00003159.pt
  BACKPRESSURE: 7 pending > high (6), pausing training (waiting for collectors to drain below 2; polling every 15s).
  BACKPRESSURE cleared — 1 pending < low (2); resuming training.
  EMIT ckpt step=3164 reason=displacement on_ladder=True -> step00003164.pt
  EMIT ckpt step=3169 reason=displacement on_ladder=True -> step00003169.pt
  EMIT ckpt step=3174 reason=displacement on_ladder=True -> step00003174.pt
  [160/557] loss=0.5092 upd_norm=2.5992 disp=89.1416 sampler=0.0095 lr=0.000459
  EMIT ckpt step=3179 reason=displacement on_ladder=True -> step00003179.pt
  EMIT ckpt step=3184 reason=displacement on_ladder=True -> step00003184.pt
  EMIT ckpt step=3189 reason=displacement on_ladder=True -> step00003189.pt
  EMIT ckpt step=3194 reason=displacement on_ladder=True -> step00003194.pt
  [180/557] loss=0.4865 upd_norm=0.5737 disp=89.5663 sampler=0.0068 lr=0.000455
  EMIT ckpt step=3199 reason=displacement on_ladder=True -> step00003199.pt
  VAL step=3200 (p2=1300) val_loss=0.4211 auc_pr_mean=0.6744
  EMIT ckpt step=3204 reason=displacement on_ladder=True -> step00003204.pt
  EMIT ckpt step=3209 reason=displacement on_ladder=True -> step00003209.pt
  EMIT ckpt step=3214 reason=displacement on_ladder=True -> step00003214.pt
  [200/557] loss=0.4586 upd_norm=0.9535 disp=89.9135 sampler=0.0050 lr=0.000450
  EMIT ckpt step=3219 reason=displacement on_ladder=True -> step00003219.pt
  EMIT ckpt step=3224 reason=displacement on_ladder=True -> step00003224.pt
  EMIT ckpt step=3229 reason=displacement on_ladder=True -> step00003229.pt
  EMIT ckpt step=3234 reason=displacement on_ladder=True -> step00003234.pt
  [220/557] loss=0.4435 upd_norm=0.8227 disp=90.2350 sampler=0.0081 lr=0.000446
  EMIT ckpt step=3239 reason=displacement on_ladder=True -> step00003239.pt
  EMIT ckpt step=3244 reason=displacement on_ladder=True -> step00003244.pt
  EMIT ckpt step=3249 reason=displacement on_ladder=True -> step00003249.pt
  EMIT ckpt step=3254 reason=displacement on_ladder=True -> step00003254.pt
  [240/557] loss=0.4768 upd_norm=1.3328 disp=90.5982 sampler=0.0076 lr=0.000442
  EMIT ckpt step=3259 reason=displacement on_ladder=True -> step00003259.pt
  EMIT ckpt step=3264 reason=displacement on_ladder=True -> step00003264.pt
  EMIT ckpt step=3269 reason=displacement on_ladder=True -> step00003269.pt
  EMIT ckpt step=3274 reason=displacement on_ladder=True -> step00003274.pt
  [260/557] loss=0.4624 upd_norm=1.4116 disp=91.0003 sampler=0.0058 lr=0.000438
  EMIT ckpt step=3279 reason=displacement on_ladder=True -> step00003279.pt
  EMIT ckpt step=3284 reason=displacement on_ladder=True -> step00003284.pt
  EMIT ckpt step=3289 reason=displacement on_ladder=True -> step00003289.pt
  EMIT ckpt step=3294 reason=displacement on_ladder=True -> step00003294.pt
  [280/557] loss=0.5060 upd_norm=0.8721 disp=91.3740 sampler=0.0065 lr=0.000434
  EMIT ckpt step=3299 reason=displacement on_ladder=True -> step00003299.pt
  VAL step=3300 (p2=1400) val_loss=0.4327 auc_pr_mean=0.6915
  EMIT ckpt step=3304 reason=displacement on_ladder=True -> step00003304.pt
  EMIT ckpt step=3309 reason=displacement on_ladder=True -> step00003309.pt
  EMIT ckpt step=3314 reason=displacement on_ladder=True -> step00003314.pt
  [300/557] loss=0.4275 upd_norm=1.1352 disp=91.7426 sampler=0.0058 lr=0.000430
  EMIT ckpt step=3319 reason=displacement on_ladder=True -> step00003319.pt
  EMIT ckpt step=3324 reason=displacement on_ladder=True -> step00003324.pt
  EMIT ckpt step=3329 reason=displacement on_ladder=True -> step00003329.pt
  EMIT ckpt step=3334 reason=displacement on_ladder=True -> step00003334.pt
  [320/557] loss=0.5057 upd_norm=2.3761 disp=92.1112 sampler=0.0072 lr=0.000425
  EMIT ckpt step=3339 reason=displacement on_ladder=True -> step00003339.pt
  EMIT ckpt step=3344 reason=displacement on_ladder=True -> step00003344.pt
  EMIT ckpt step=3349 reason=displacement on_ladder=True -> step00003349.pt
  EMIT ckpt step=3354 reason=displacement on_ladder=True -> step00003354.pt
  [340/557] loss=0.5254 upd_norm=2.4553 disp=92.4608 sampler=0.0062 lr=0.000421
  EMIT ckpt step=3359 reason=displacement on_ladder=True -> step00003359.pt
  EMIT ckpt step=3364 reason=displacement on_ladder=True -> step00003364.pt
  EMIT ckpt step=3369 reason=displacement on_ladder=True -> step00003369.pt
  EMIT ckpt step=3374 reason=displacement on_ladder=True -> step00003374.pt
  [360/557] loss=0.4708 upd_norm=0.9007 disp=92.8437 sampler=0.0055 lr=0.000417
  EMIT ckpt step=3379 reason=displacement on_ladder=True -> step00003379.pt
  EMIT ckpt step=3384 reason=displacement on_ladder=True -> step00003384.pt
  EMIT ckpt step=3389 reason=displacement on_ladder=True -> step00003389.pt
  EMIT ckpt step=3394 reason=displacement on_ladder=True -> step00003394.pt
  [380/557] loss=0.4497 upd_norm=0.6586 disp=93.1909 sampler=0.0061 lr=0.000413
  EMIT ckpt step=3399 reason=displacement on_ladder=True -> step00003399.pt
  VAL step=3400 (p2=1500) val_loss=0.4104 auc_pr_mean=0.6896
  EMIT ckpt step=3404 reason=displacement on_ladder=True -> step00003404.pt
  EMIT ckpt step=3409 reason=displacement on_ladder=True -> step00003409.pt
  EMIT ckpt step=3414 reason=displacement on_ladder=True -> step00003414.pt
  [400/557] loss=0.4736 upd_norm=1.3422 disp=93.5184 sampler=0.0064 lr=0.000409
  EMIT ckpt step=3419 reason=displacement on_ladder=True -> step00003419.pt
  EMIT ckpt step=3424 reason=displacement on_ladder=True -> step00003424.pt
  EMIT ckpt step=3429 reason=displacement on_ladder=True -> step00003429.pt
  EMIT ckpt step=3434 reason=displacement on_ladder=True -> step00003434.pt
  [420/557] loss=0.4667 upd_norm=1.7371 disp=93.8029 sampler=0.0067 lr=0.000404
  EMIT ckpt step=3439 reason=displacement on_ladder=True -> step00003439.pt
  EMIT ckpt step=3444 reason=displacement on_ladder=True -> step00003444.pt
  EMIT ckpt step=3449 reason=displacement on_ladder=True -> step00003449.pt
  EMIT ckpt step=3454 reason=displacement on_ladder=True -> step00003454.pt
  [440/557] loss=0.4351 upd_norm=0.7158 disp=94.1047 sampler=0.0073 lr=0.000400
  EMIT ckpt step=3459 reason=displacement on_ladder=True -> step00003459.pt
  EMIT ckpt step=3464 reason=displacement on_ladder=True -> step00003464.pt
  EMIT ckpt step=3469 reason=displacement on_ladder=True -> step00003469.pt
  EMIT ckpt step=3474 reason=displacement on_ladder=True -> step00003474.pt
  [460/557] loss=0.4583 upd_norm=1.0835 disp=94.4947 sampler=0.0084 lr=0.000396
  EMIT ckpt step=3479 reason=displacement on_ladder=True -> step00003479.pt
  EMIT ckpt step=3484 reason=displacement on_ladder=True -> step00003484.pt
  EMIT ckpt step=3489 reason=displacement on_ladder=True -> step00003489.pt
  EMIT ckpt step=3494 reason=displacement on_ladder=True -> step00003494.pt
  [480/557] loss=0.4872 upd_norm=0.9675 disp=94.8518 sampler=0.0082 lr=0.000392
  EMIT ckpt step=3499 reason=displacement on_ladder=True -> step00003499.pt
  VAL step=3500 (p2=1600) val_loss=0.4130 auc_pr_mean=0.7005
  EMIT ckpt step=3504 reason=displacement on_ladder=True -> step00003504.pt
  EMIT ckpt step=3509 reason=displacement on_ladder=True -> step00003509.pt
  EMIT ckpt step=3514 reason=displacement on_ladder=True -> step00003514.pt
  [500/557] loss=0.4713 upd_norm=0.2512 disp=95.1840 sampler=0.0056 lr=0.000388
  EMIT ckpt step=3519 reason=displacement on_ladder=True -> step00003519.pt
  EMIT ckpt step=3524 reason=displacement on_ladder=True -> step00003524.pt
  EMIT ckpt step=3529 reason=displacement on_ladder=True -> step00003529.pt
  EMIT ckpt step=3534 reason=displacement on_ladder=True -> step00003534.pt
  [520/557] loss=0.4523 upd_norm=0.5793 disp=95.4644 sampler=0.0060 lr=0.000383
  EMIT ckpt step=3539 reason=displacement on_ladder=True -> step00003539.pt
  EMIT ckpt step=3544 reason=displacement on_ladder=True -> step00003544.pt
  EMIT ckpt step=3549 reason=displacement on_ladder=True -> step00003549.pt
  EMIT ckpt step=3554 reason=displacement on_ladder=True -> step00003554.pt
  [540/557] loss=0.4539 upd_norm=0.5503 disp=95.7546 sampler=0.0056 lr=0.000379
  EMIT ckpt step=3559 reason=displacement on_ladder=True -> step00003559.pt
  EMIT ckpt step=3564 reason=displacement on_ladder=True -> step00003564.pt
  EMIT ckpt step=3569 reason=displacement on_ladder=True -> step00003569.pt
  EMIT ckpt step=3571 reason=epoch_end on_ladder=True -> step00003571.pt

--- Phase 2, Epoch 10 (P2 epoch 3) ---
  [0/557] loss=0.4724 upd_norm=0.7246 disp=95.9916 sampler=0.0073 lr=0.000376
  EMIT ckpt step=3576 reason=displacement on_ladder=True -> step00003576.pt
  EMIT ckpt step=3581 reason=displacement on_ladder=True -> step00003581.pt
  EMIT ckpt step=3586 reason=displacement on_ladder=True -> step00003586.pt
  EMIT ckpt step=3591 reason=displacement on_ladder=True -> step00003591.pt
  [20/557] loss=0.5069 upd_norm=1.4324 disp=96.2695 sampler=0.0057 lr=0.000371
  EMIT ckpt step=3596 reason=displacement on_ladder=True -> step00003596.pt
  VAL step=3600 (p2=1700) val_loss=0.4036 auc_pr_mean=0.7032
  EMIT ckpt step=3601 reason=displacement on_ladder=True -> step00003601.pt
  EMIT ckpt step=3606 reason=displacement on_ladder=True -> step00003606.pt
  EMIT ckpt step=3611 reason=displacement on_ladder=True -> step00003611.pt
  [40/557] loss=0.4546 upd_norm=0.6436 disp=96.5641 sampler=0.0075 lr=0.000367
  EMIT ckpt step=3616 reason=displacement on_ladder=True -> step00003616.pt
  EMIT ckpt step=3621 reason=displacement on_ladder=True -> step00003621.pt
  EMIT ckpt step=3626 reason=displacement on_ladder=True -> step00003626.pt
  EMIT ckpt step=3631 reason=displacement on_ladder=True -> step00003631.pt
  [60/557] loss=0.4806 upd_norm=1.9137 disp=96.9196 sampler=0.0062 lr=0.000363
  EMIT ckpt step=3636 reason=displacement on_ladder=True -> step00003636.pt
  EMIT ckpt step=3641 reason=displacement on_ladder=True -> step00003641.pt
  EMIT ckpt step=3646 reason=displacement on_ladder=True -> step00003646.pt
  EMIT ckpt step=3651 reason=displacement on_ladder=True -> step00003651.pt
  [80/557] loss=0.4674 upd_norm=1.0104 disp=97.2128 sampler=0.0053 lr=0.000359
  EMIT ckpt step=3656 reason=displacement on_ladder=True -> step00003656.pt
  EMIT ckpt step=3661 reason=displacement on_ladder=True -> step00003661.pt
  EMIT ckpt step=3666 reason=displacement on_ladder=True -> step00003666.pt
  EMIT ckpt step=3671 reason=displacement on_ladder=True -> step00003671.pt
  [100/557] loss=0.4579 upd_norm=0.5074 disp=97.4633 sampler=0.0049 lr=0.000354
  EMIT ckpt step=3676 reason=displacement on_ladder=True -> step00003676.pt
  BACKPRESSURE: 7 pending > high (6), pausing training (waiting for collectors to drain below 2; polling every 15s).
  BACKPRESSURE cleared — 1 pending < low (2); resuming training.
  EMIT ckpt step=3681 reason=displacement on_ladder=True -> step00003681.pt
  EMIT ckpt step=3686 reason=displacement on_ladder=True -> step00003686.pt
  EMIT ckpt step=3691 reason=displacement on_ladder=True -> step00003691.pt
  [120/557] loss=0.4579 upd_norm=0.5060 disp=97.6990 sampler=0.0060 lr=0.000350
  EMIT ckpt step=3696 reason=displacement on_ladder=True -> step00003696.pt
  VAL step=3700 (p2=1800) val_loss=0.4057 auc_pr_mean=0.6934
  EMIT ckpt step=3701 reason=displacement on_ladder=True -> step00003701.pt
  EMIT ckpt step=3706 reason=displacement on_ladder=True -> step00003706.pt
  EMIT ckpt step=3711 reason=displacement on_ladder=True -> step00003711.pt
  [140/557] loss=0.4784 upd_norm=1.8151 disp=97.9397 sampler=0.0070 lr=0.000346
  EMIT ckpt step=3716 reason=displacement on_ladder=True -> step00003716.pt
  EMIT ckpt step=3721 reason=displacement on_ladder=True -> step00003721.pt
  EMIT ckpt step=3726 reason=displacement on_ladder=True -> step00003726.pt
  EMIT ckpt step=3731 reason=displacement on_ladder=True -> step00003731.pt
  [160/557] loss=0.5023 upd_norm=1.3895 disp=98.1990 sampler=0.0058 lr=0.000342
  EMIT ckpt step=3736 reason=displacement on_ladder=True -> step00003736.pt
  EMIT ckpt step=3741 reason=displacement on_ladder=True -> step00003741.pt
  EMIT ckpt step=3746 reason=displacement on_ladder=True -> step00003746.pt
  EMIT ckpt step=3751 reason=displacement on_ladder=True -> step00003751.pt
  [180/557] loss=0.4744 upd_norm=0.7016 disp=98.4683 sampler=0.0055 lr=0.000338
  EMIT ckpt step=3756 reason=displacement on_ladder=True -> step00003756.pt
  EMIT ckpt step=3761 reason=displacement on_ladder=True -> step00003761.pt
  EMIT ckpt step=3766 reason=displacement on_ladder=True -> step00003766.pt
  EMIT ckpt step=3771 reason=displacement on_ladder=True -> step00003771.pt
  [200/557] loss=0.4630 upd_norm=0.5228 disp=98.7241 sampler=0.0064 lr=0.000333
  EMIT ckpt step=3776 reason=displacement on_ladder=True -> step00003776.pt
  EMIT ckpt step=3781 reason=displacement on_ladder=True -> step00003781.pt
  EMIT ckpt step=3786 reason=displacement on_ladder=True -> step00003786.pt
  EMIT ckpt step=3791 reason=displacement on_ladder=True -> step00003791.pt
  [220/557] loss=0.5001 upd_norm=0.6448 disp=98.9663 sampler=0.0061 lr=0.000329
  EMIT ckpt step=3796 reason=displacement on_ladder=True -> step00003796.pt
  VAL step=3800 (p2=1900) val_loss=0.4070 auc_pr_mean=0.7071
  EMIT ckpt step=3801 reason=displacement on_ladder=True -> step00003801.pt
  EMIT ckpt step=3806 reason=displacement on_ladder=True -> step00003806.pt
  EMIT ckpt step=3811 reason=displacement on_ladder=True -> step00003811.pt
  [240/557] loss=0.4814 upd_norm=1.1338 disp=99.2047 sampler=0.0062 lr=0.000325
  EMIT ckpt step=3816 reason=displacement on_ladder=True -> step00003816.pt
  EMIT ckpt step=3821 reason=displacement on_ladder=True -> step00003821.pt
  EMIT ckpt step=3826 reason=displacement on_ladder=True -> step00003826.pt
  EMIT ckpt step=3831 reason=displacement on_ladder=True -> step00003831.pt
  [260/557] loss=0.4732 upd_norm=0.4116 disp=99.4671 sampler=0.0083 lr=0.000321
  EMIT ckpt step=3836 reason=displacement on_ladder=True -> step00003836.pt
  EMIT ckpt step=3841 reason=displacement on_ladder=True -> step00003841.pt
  EMIT ckpt step=3846 reason=displacement on_ladder=True -> step00003846.pt
  EMIT ckpt step=3851 reason=displacement on_ladder=True -> step00003851.pt
  [280/557] loss=0.4596 upd_norm=0.3947 disp=99.7444 sampler=0.0064 lr=0.000317
  EMIT ckpt step=3856 reason=displacement on_ladder=True -> step00003856.pt
  EMIT ckpt step=3861 reason=displacement on_ladder=True -> step00003861.pt
  EMIT ckpt step=3866 reason=displacement on_ladder=True -> step00003866.pt
  EMIT ckpt step=3871 reason=displacement on_ladder=True -> step00003871.pt
  [300/557] loss=0.4903 upd_norm=2.0379 disp=99.9978 sampler=0.0064 lr=0.000312
  EMIT ckpt step=3876 reason=displacement on_ladder=True -> step00003876.pt
  EMIT ckpt step=3881 reason=displacement on_ladder=True -> step00003881.pt
  EMIT ckpt step=3886 reason=displacement on_ladder=True -> step00003886.pt
  EMIT ckpt step=3891 reason=displacement on_ladder=True -> step00003891.pt
  [320/557] loss=0.4781 upd_norm=0.5535 disp=100.2507 sampler=0.0057 lr=0.000308
  EMIT ckpt step=3896 reason=displacement on_ladder=True -> step00003896.pt
  VAL step=3900 (p2=2000) val_loss=0.3943 auc_pr_mean=0.7099
  EMIT ckpt step=3901 reason=displacement on_ladder=True -> step00003901.pt
  EMIT ckpt step=3906 reason=displacement on_ladder=True -> step00003906.pt
  EMIT ckpt step=3911 reason=displacement on_ladder=True -> step00003911.pt
  [340/557] loss=0.4699 upd_norm=0.3919 disp=100.4928 sampler=0.0054 lr=0.000304
  EMIT ckpt step=3916 reason=displacement on_ladder=True -> step00003916.pt
  EMIT ckpt step=3921 reason=displacement on_ladder=True -> step00003921.pt
  EMIT ckpt step=3926 reason=displacement on_ladder=True -> step00003926.pt
  EMIT ckpt step=3931 reason=displacement on_ladder=True -> step00003931.pt
  [360/557] loss=0.4864 upd_norm=1.4162 disp=100.7077 sampler=0.0056 lr=0.000300
  EMIT ckpt step=3936 reason=displacement on_ladder=True -> step00003936.pt
  EMIT ckpt step=3941 reason=displacement on_ladder=True -> step00003941.pt
  EMIT ckpt step=3946 reason=displacement on_ladder=True -> step00003946.pt
  EMIT ckpt step=3951 reason=displacement on_ladder=True -> step00003951.pt
  [380/557] loss=0.4824 upd_norm=0.9114 disp=100.9497 sampler=0.0054 lr=0.000296
  EMIT ckpt step=3956 reason=displacement on_ladder=True -> step00003956.pt
  EMIT ckpt step=3961 reason=displacement on_ladder=True -> step00003961.pt
  EMIT ckpt step=3966 reason=displacement on_ladder=True -> step00003966.pt
  EMIT ckpt step=3971 reason=displacement on_ladder=True -> step00003971.pt
  [400/557] loss=0.4533 upd_norm=1.2366 disp=101.1795 sampler=0.0050 lr=0.000292
  EMIT ckpt step=3976 reason=displacement on_ladder=True -> step00003976.pt
  EMIT ckpt step=3981 reason=displacement on_ladder=True -> step00003981.pt
  EMIT ckpt step=3986 reason=displacement on_ladder=True -> step00003986.pt
  EMIT ckpt step=3991 reason=displacement on_ladder=True -> step00003991.pt
