Wed Jun 17 08:34:38 AM EDT 2026
host=c1001a-s5.ufhpc
pwd=/blue/guralnick/share/r.dinnage/Projects/phenovision
[single] PREADAPT_ARGS supplied (REDESIGN single-run path).
[single] args: --condition mae --variant stable_evo --shared-tokenizer mae --seed 42 --num_epochs 15 --batch_size 768 --phase2_batch_size 384 --blr 0.0005 --weight_decay 0.05 --max_train_samples 214000 --sampler_delta 0.01 --sampler_min_step 5 --sampler_max_step 200 --backpressure-high 6 --backpressure-low 2 --demo_kappa 1 --demo_warmup 200 --val_every_n 100 --projection_dim 8192 --retention_latest_keep 2 --max_precond_dim 2048
============================================================
PhenoVision preadapt trainer (pretraining-as-preadaptation)
============================================================
  run_id           : mae__stable_evo__s42
  condition        : mae
  variant          : stable_evo
  shared-tokenizer : mae
  seed             : 42
  output_dir       : /blue/guralnick/share/r.dinnage/Projects/phenovision/xAI/py/../../xAI/output/preadapt/mae__stable_evo__s42
  epochs           : 15

Device: cuda:0
Loading data...
  [TEST MODE] Limited training to 214000 samples
  Training images: 214000
  Validation subset: 10000
  Representation subset: 1000
[preadapt_models] init_model(condition='mae', exact_control_tokenizer=False): 303,303,682 params (303,303,682 currently trainable, pre-freeze).
[preadapt_train] applied MAE shared input stage (patch_embed + pos_embed).

============================================================
PHASE 1: Frozen Backbone (Equalization = ecological fitting)
============================================================
  Trainable parameters (head only): 2,050
  EMIT ckpt step=3243 reason=displacement on_ladder=True -> step00003243.pt
  [240/557] loss=0.3245 upd_norm=1.0634 disp=29.4078 sampler=0.0090 lr=0.000442
  EMIT ckpt step=3257 reason=displacement on_ladder=True -> step00003257.pt
  EMIT ckpt step=3271 reason=displacement on_ladder=True -> step00003271.pt
  [260/557] loss=0.2970 upd_norm=0.8684 disp=29.7346 sampler=0.0034 lr=0.000438
  EMIT ckpt step=3285 reason=displacement on_ladder=True -> step00003285.pt
  [280/557] loss=0.3292 upd_norm=1.1988 disp=30.0583 sampler=0.0076 lr=0.000434
  EMIT ckpt step=3299 reason=displacement on_ladder=True -> step00003299.pt
  VAL step=3300 (p2=1400) val_loss=0.2446 auc_pr_mean=0.8650
  EMIT ckpt step=3313 reason=displacement on_ladder=True -> step00003313.pt
  [300/557] loss=0.3035 upd_norm=1.1937 disp=30.3785 sampler=0.0017 lr=0.000430
  EMIT ckpt step=3328 reason=displacement on_ladder=True -> step00003328.pt
  [320/557] loss=0.3173 upd_norm=1.5556 disp=30.6955 sampler=0.0054 lr=0.000425
  EMIT ckpt step=3343 reason=displacement on_ladder=True -> step00003343.pt
  [340/557] loss=0.3303 upd_norm=1.0504 disp=31.0093 sampler=0.0086 lr=0.000421
  EMIT ckpt step=3358 reason=displacement on_ladder=True -> step00003358.pt
  EMIT ckpt step=3373 reason=displacement on_ladder=True -> step00003373.pt
  [360/557] loss=0.3150 upd_norm=1.0932 disp=31.3195 sampler=0.0017 lr=0.000417
  EMIT ckpt step=3388 reason=displacement on_ladder=True -> step00003388.pt
  [380/557] loss=0.3063 upd_norm=1.1103 disp=31.6269 sampler=0.0052 lr=0.000413
  VAL step=3400 (p2=1500) val_loss=0.2460 auc_pr_mean=0.8672
  EMIT ckpt step=3404 reason=displacement on_ladder=True -> step00003404.pt
  [400/557] loss=0.3074 upd_norm=1.6367 disp=31.9311 sampler=0.0074 lr=0.000409
  EMIT ckpt step=3420 reason=displacement on_ladder=True -> step00003420.pt
  [420/557] loss=0.3215 upd_norm=1.4805 disp=32.2319 sampler=0.0097 lr=0.000404
  EMIT ckpt step=3436 reason=displacement on_ladder=True -> step00003436.pt
  EMIT ckpt step=3452 reason=displacement on_ladder=True -> step00003452.pt
  [440/557] loss=0.2709 upd_norm=1.2796 disp=32.5296 sampler=0.0023 lr=0.000400
  EMIT ckpt step=3468 reason=displacement on_ladder=True -> step00003468.pt
  [460/557] loss=0.2923 upd_norm=0.9801 disp=32.8237 sampler=0.0050 lr=0.000396
  EMIT ckpt step=3484 reason=displacement on_ladder=True -> step00003484.pt
  [480/557] loss=0.3142 upd_norm=1.0503 disp=33.1145 sampler=0.0074 lr=0.000392
  EMIT ckpt step=3500 reason=displacement on_ladder=True -> step00003500.pt
  VAL step=3500 (p2=1600) val_loss=0.2420 auc_pr_mean=0.8685
  [500/557] loss=0.3051 upd_norm=1.2615 disp=33.4023 sampler=0.0094 lr=0.000388
  EMIT ckpt step=3517 reason=displacement on_ladder=True -> step00003517.pt
  EMIT ckpt step=3533 reason=displacement on_ladder=True -> step00003533.pt
  [520/557] loss=0.2508 upd_norm=0.8975 disp=33.6867 sampler=0.0015 lr=0.000383
  EMIT ckpt step=3550 reason=displacement on_ladder=True -> step00003550.pt
  [540/557] loss=0.2781 upd_norm=1.1542 disp=33.9680 sampler=0.0034 lr=0.000379
  EMIT ckpt step=3566 reason=displacement on_ladder=True -> step00003566.pt
  EMIT ckpt step=3571 reason=epoch_end on_ladder=True -> step00003571.pt

--- Phase 2, Epoch 10 (P2 epoch 3) ---
  [0/557] loss=0.3114 upd_norm=1.3294 disp=34.2048 sampler=0.0009 lr=0.000376
  EMIT ckpt step=3588 reason=displacement on_ladder=True -> step00003588.pt
  [20/557] loss=0.3274 upd_norm=1.2037 disp=34.4804 sampler=0.0027 lr=0.000371
  VAL step=3600 (p2=1700) val_loss=0.2424 auc_pr_mean=0.8693
  EMIT ckpt step=3605 reason=displacement on_ladder=True -> step00003605.pt
  [40/557] loss=0.3003 upd_norm=1.1957 disp=34.7528 sampler=0.0045 lr=0.000367
  EMIT ckpt step=3622 reason=displacement on_ladder=True -> step00003622.pt
  [60/557] loss=0.3098 upd_norm=1.1617 disp=35.0220 sampler=0.0062 lr=0.000363
  EMIT ckpt step=3640 reason=displacement on_ladder=True -> step00003640.pt
  [80/557] loss=0.3149 upd_norm=1.3685 disp=35.2878 sampler=0.0073 lr=0.000359
  EMIT ckpt step=3657 reason=displacement on_ladder=True -> step00003657.pt
  [100/557] loss=0.3309 upd_norm=2.3162 disp=35.5504 sampler=0.0088 lr=0.000354
  EMIT ckpt step=3675 reason=displacement on_ladder=True -> step00003675.pt
  [120/557] loss=0.3100 upd_norm=1.4330 disp=35.8096 sampler=0.0096 lr=0.000350
  EMIT ckpt step=3693 reason=displacement on_ladder=True -> step00003693.pt
  VAL step=3700 (p2=1800) val_loss=0.2390 auc_pr_mean=0.8700
  EMIT ckpt step=3712 reason=displacement on_ladder=True -> step00003712.pt
  [140/557] loss=0.2911 upd_norm=1.2787 disp=36.0660 sampler=0.0105 lr=0.000346
  EMIT ckpt step=3730 reason=displacement on_ladder=True -> step00003730.pt
  [160/557] loss=0.3343 upd_norm=2.9832 disp=36.3189 sampler=0.0014 lr=0.000342
  EMIT ckpt step=3749 reason=displacement on_ladder=True -> step00003749.pt
  [180/557] loss=0.3137 upd_norm=1.3169 disp=36.5687 sampler=0.0019 lr=0.000338
  EMIT ckpt step=3768 reason=displacement on_ladder=True -> step00003768.pt
  [200/557] loss=0.3048 upd_norm=1.1701 disp=36.8153 sampler=0.0025 lr=0.000333
  EMIT ckpt step=3787 reason=displacement on_ladder=True -> step00003787.pt
  [220/557] loss=0.3145 upd_norm=1.2755 disp=37.0586 sampler=0.0031 lr=0.000329
  VAL step=3800 (p2=1900) val_loss=0.2381 auc_pr_mean=0.8717
  EMIT ckpt step=3806 reason=displacement on_ladder=True -> step00003806.pt
  [240/557] loss=0.3648 upd_norm=1.8442 disp=37.2987 sampler=0.0036 lr=0.000325
  EMIT ckpt step=3826 reason=displacement on_ladder=True -> step00003826.pt
  [260/557] loss=0.3037 upd_norm=1.5610 disp=37.5356 sampler=0.0034 lr=0.000321
  EMIT ckpt step=3846 reason=displacement on_ladder=True -> step00003846.pt
  [280/557] loss=0.2814 upd_norm=1.0319 disp=37.7696 sampler=0.0034 lr=0.000317
  EMIT ckpt step=3866 reason=displacement on_ladder=True -> step00003866.pt
  [300/557] loss=0.3285 upd_norm=1.4587 disp=38.0006 sampler=0.0034 lr=0.000312
  EMIT ckpt step=3886 reason=displacement on_ladder=True -> step00003886.pt
  [320/557] loss=0.3062 upd_norm=1.2740 disp=38.2284 sampler=0.0033 lr=0.000308
  VAL step=3900 (p2=2000) val_loss=0.2361 auc_pr_mean=0.8727
  EMIT ckpt step=3907 reason=displacement on_ladder=True -> step00003907.pt
  [340/557] loss=0.2841 upd_norm=1.1246 disp=38.4529 sampler=0.0028 lr=0.000304
  EMIT ckpt step=3928 reason=displacement on_ladder=True -> step00003928.pt
  [360/557] loss=0.3125 upd_norm=1.1071 disp=38.6744 sampler=0.0023 lr=0.000300
  EMIT ckpt step=3949 reason=displacement on_ladder=True -> step00003949.pt
  [380/557] loss=0.3125 upd_norm=1.2013 disp=38.8929 sampler=0.0017 lr=0.000296
  EMIT ckpt step=3971 reason=displacement on_ladder=True -> step00003971.pt
  [400/557] loss=0.2949 upd_norm=1.5686 disp=39.1082 sampler=0.0007 lr=0.000292
  [420/557] loss=0.3187 upd_norm=2.3613 disp=39.3202 sampler=0.0095 lr=0.000288
  EMIT ckpt step=3994 reason=displacement on_ladder=True -> step00003994.pt
  VAL step=4000 (p2=2100) val_loss=0.2346 auc_pr_mean=0.8740
  [440/557] loss=0.2897 upd_norm=1.1969 disp=39.5291 sampler=0.0082 lr=0.000284
  EMIT ckpt step=4017 reason=displacement on_ladder=True -> step00004017.pt
  [460/557] loss=0.3031 upd_norm=1.0062 disp=39.7353 sampler=0.0069 lr=0.000279
  EMIT ckpt step=4040 reason=displacement on_ladder=True -> step00004040.pt
  [480/557] loss=0.3343 upd_norm=1.2625 disp=39.9384 sampler=0.0056 lr=0.000275
  EMIT ckpt step=4063 reason=displacement on_ladder=True -> step00004063.pt
  [500/557] loss=0.3002 upd_norm=1.1099 disp=40.1385 sampler=0.0043 lr=0.000271
  EMIT ckpt step=4087 reason=displacement on_ladder=True -> step00004087.pt
  [520/557] loss=0.2996 upd_norm=1.1399 disp=40.3356 sampler=0.0025 lr=0.000267
  VAL step=4100 (p2=2200) val_loss=0.2349 auc_pr_mean=0.8737
  EMIT ckpt step=4111 reason=displacement on_ladder=True -> step00004111.pt
  [540/557] loss=0.3551 upd_norm=1.9321 disp=40.5296 sampler=0.0006 lr=0.000263
  EMIT ckpt step=4128 reason=epoch_end on_ladder=True -> step00004128.pt

--- Phase 2, Epoch 11 (P2 epoch 4) ---
  [0/557] loss=0.3108 upd_norm=1.6123 disp=40.6922 sampler=0.0006 lr=0.000260
  [20/557] loss=0.3079 upd_norm=1.0665 disp=40.8806 sampler=0.0087 lr=0.000256
  EMIT ckpt step=4153 reason=displacement on_ladder=True -> step00004153.pt
  [40/557] loss=0.3145 upd_norm=1.4669 disp=41.0662 sampler=0.0066 lr=0.000252
  EMIT ckpt step=4179 reason=displacement on_ladder=True -> step00004179.pt
  [60/557] loss=0.3125 upd_norm=1.0773 disp=41.2487 sampler=0.0041 lr=0.000248
  VAL step=4200 (p2=2300) val_loss=0.2340 auc_pr_mean=0.8736
  EMIT ckpt step=4206 reason=displacement on_ladder=True -> step00004206.pt
  [80/557] loss=0.2733 upd_norm=1.0094 disp=41.4281 sampler=0.0014 lr=0.000244
  [100/557] loss=0.3191 upd_norm=1.3537 disp=41.6046 sampler=0.0090 lr=0.000240
  EMIT ckpt step=4232 reason=displacement on_ladder=True -> step00004232.pt
  [120/557] loss=0.3120 upd_norm=1.4297 disp=41.7781 sampler=0.0068 lr=0.000236
  EMIT ckpt step=4259 reason=displacement on_ladder=True -> step00004259.pt
  [140/557] loss=0.3075 upd_norm=1.1126 disp=41.9488 sampler=0.0041 lr=0.000232
  EMIT ckpt step=4288 reason=displacement on_ladder=True -> step00004288.pt
  [160/557] loss=0.2685 upd_norm=1.0803 disp=42.1167 sampler=0.0005 lr=0.000228
  VAL step=4300 (p2=2400) val_loss=0.2336 auc_pr_mean=0.8745
  [180/557] loss=0.2847 upd_norm=1.3750 disp=42.2816 sampler=0.0077 lr=0.000224
  EMIT ckpt step=4317 reason=displacement on_ladder=True -> step00004317.pt
  [200/557] loss=0.3073 upd_norm=1.4871 disp=42.4438 sampler=0.0044 lr=0.000220
  EMIT ckpt step=4347 reason=displacement on_ladder=True -> step00004347.pt
  [220/557] loss=0.3100 upd_norm=1.7292 disp=42.6030 sampler=0.0009 lr=0.000217
  [240/557] loss=0.3138 upd_norm=1.1247 disp=42.7594 sampler=0.0075 lr=0.000213
  EMIT ckpt step=4378 reason=displacement on_ladder=True -> step00004378.pt
  [260/557] loss=0.3190 upd_norm=1.5918 disp=42.9131 sampler=0.0040 lr=0.000209
  VAL step=4400 (p2=2500) val_loss=0.2326 auc_pr_mean=0.8747
  [280/557] loss=0.3118 upd_norm=1.8551 disp=43.0639 sampler=0.0098 lr=0.000205
  EMIT ckpt step=4410 reason=displacement on_ladder=True -> step00004410.pt
  [300/557] loss=0.3049 upd_norm=1.0894 disp=43.2120 sampler=0.0062 lr=0.000201
  EMIT ckpt step=4444 reason=displacement on_ladder=True -> step00004444.pt
  [320/557] loss=0.2732 upd_norm=1.1797 disp=43.3574 sampler=0.0019 lr=0.000198
  [340/557] loss=0.2952 upd_norm=1.9731 disp=43.4999 sampler=0.0079 lr=0.000194
  EMIT ckpt step=4478 reason=displacement on_ladder=True -> step00004478.pt
  [360/557] loss=0.3171 upd_norm=1.3548 disp=43.6399 sampler=0.0036 lr=0.000190
  VAL step=4500 (p2=2600) val_loss=0.2325 auc_pr_mean=0.8751
  [380/557] loss=0.3257 upd_norm=1.3080 disp=43.7771 sampler=0.0093 lr=0.000187
  EMIT ckpt step=4513 reason=displacement on_ladder=True -> step00004513.pt
  [400/557] loss=0.2983 upd_norm=1.3748 disp=43.9117 sampler=0.0050 lr=0.000183
  [420/557] loss=0.3480 upd_norm=1.2725 disp=44.0436 sampler=0.0100 lr=0.000179
  EMIT ckpt step=4550 reason=displacement on_ladder=True -> step00004550.pt
  [440/557] loss=0.2599 upd_norm=1.2249 disp=44.1729 sampler=0.0056 lr=0.000176
  EMIT ckpt step=4587 reason=displacement on_ladder=True -> step00004587.pt
  [460/557] loss=0.3185 upd_norm=1.2491 disp=44.2996 sampler=0.0007 lr=0.000172
  VAL step=4600 (p2=2700) val_loss=0.2325 auc_pr_mean=0.8758
  [480/557] loss=0.3260 upd_norm=1.4111 disp=44.4238 sampler=0.0061 lr=0.000169
  EMIT ckpt step=4626 reason=displacement on_ladder=True -> step00004626.pt
  [500/557] loss=0.3241 upd_norm=1.2640 disp=44.5452 sampler=0.0010 lr=0.000165
  [520/557] loss=0.3013 upd_norm=1.9737 disp=44.6639 sampler=0.0060 lr=0.000162
  EMIT ckpt step=4667 reason=displacement on_ladder=True -> step00004667.pt
  [540/557] loss=0.3263 upd_norm=1.2469 disp=44.7802 sampler=0.0006 lr=0.000158
  EMIT ckpt step=4685 reason=epoch_end on_ladder=True -> step00004685.pt

--- Phase 2, Epoch 12 (P2 epoch 5) ---
  [0/557] loss=0.2968 upd_norm=1.0286 disp=44.8770 sampler=0.0004 lr=0.000155
  VAL step=4700 (p2=2800) val_loss=0.2314 auc_pr_mean=0.8762
  [20/557] loss=0.3050 upd_norm=1.3608 disp=44.9886 sampler=0.0052 lr=0.000152
  [40/557] loss=0.2911 upd_norm=0.9963 disp=45.0977 sampler=0.0093 lr=0.000149
  EMIT ckpt step=4730 reason=displacement on_ladder=True -> step00004730.pt
  [60/557] loss=0.2889 upd_norm=1.1504 disp=45.2044 sampler=0.0038 lr=0.000145
  [80/557] loss=0.2940 upd_norm=1.5119 disp=45.3086 sampler=0.0078 lr=0.000142
  EMIT ckpt step=4778 reason=displacement on_ladder=True -> step00004778.pt
  [100/557] loss=0.3249 upd_norm=1.1424 disp=45.4104 sampler=0.0020 lr=0.000139
  VAL step=4800 (p2=2900) val_loss=0.2323 auc_pr_mean=0.8764
  [120/557] loss=0.2772 upd_norm=1.0607 disp=45.5099 sampler=0.0061 lr=0.000135
  [140/557] loss=0.2680 upd_norm=1.2282 disp=45.6071 sampler=0.0098 lr=0.000132
  EMIT ckpt step=4827 reason=displacement on_ladder=True -> step00004827.pt
  [160/557] loss=0.3413 upd_norm=1.2687 disp=45.7019 sampler=0.0040 lr=0.000129
  [180/557] loss=0.3038 upd_norm=1.1769 disp=45.7943 sampler=0.0077 lr=0.000126
  EMIT ckpt step=4880 reason=displacement on_ladder=True -> step00004880.pt
  [200/557] loss=0.3083 upd_norm=1.3689 disp=45.8845 sampler=0.0014 lr=0.000123
  VAL step=4900 (p2=3000) val_loss=0.2302 auc_pr_mean=0.8774
  [220/557] loss=0.3589 upd_norm=1.9172 disp=45.9723 sampler=0.0049 lr=0.000120
  [240/557] loss=0.2933 upd_norm=1.3334 disp=46.0579 sampler=0.0081 lr=0.000117
  EMIT ckpt step=4940 reason=displacement on_ladder=True -> step00004940.pt
  [260/557] loss=0.2740 upd_norm=1.4376 disp=46.1412 sampler=0.0012 lr=0.000113
  [280/557] loss=0.2936 upd_norm=1.5410 disp=46.2224 sampler=0.0047 lr=0.000110
  [300/557] loss=0.2919 upd_norm=1.0488 disp=46.3015 sampler=0.0075 lr=0.000107
  VAL step=5000 (p2=3100) val_loss=0.2299 auc_pr_mean=0.8781
  EMIT ckpt step=5005 reason=displacement on_ladder=True -> step00005005.pt
  [320/557] loss=0.3253 upd_norm=1.1725 disp=46.3784 sampler=0.0002 lr=0.000105
  [340/557] loss=0.2973 upd_norm=1.0933 disp=46.4531 sampler=0.0035 lr=0.000102
  [360/557] loss=0.3450 upd_norm=1.1907 disp=46.5258 sampler=0.0063 lr=0.000099
  [380/557] loss=0.2645 upd_norm=1.1804 disp=46.5964 sampler=0.0087 lr=0.000096
  EMIT ckpt step=5077 reason=displacement on_ladder=True -> step00005077.pt
  [400/557] loss=0.2766 upd_norm=2.0559 disp=46.6650 sampler=0.0015 lr=0.000093
  VAL step=5100 (p2=3200) val_loss=0.2312 auc_pr_mean=0.8778
  [420/557] loss=0.3447 upd_norm=1.3507 disp=46.7316 sampler=0.0042 lr=0.000090
  [440/557] loss=0.3084 upd_norm=1.4239 disp=46.7961 sampler=0.0067 lr=0.000088
  [460/557] loss=0.3137 upd_norm=1.1325 disp=46.8586 sampler=0.0090 lr=0.000085
  EMIT ckpt step=5155 reason=displacement on_ladder=True -> step00005155.pt
  [480/557] loss=0.3069 upd_norm=1.0834 disp=46.9192 sampler=0.0016 lr=0.000082
  [500/557] loss=0.2661 upd_norm=1.2903 disp=46.9780 sampler=0.0039 lr=0.000080
  VAL step=5200 (p2=3300) val_loss=0.2294 auc_pr_mean=0.8780
  [520/557] loss=0.2683 upd_norm=1.1888 disp=47.0349 sampler=0.0061 lr=0.000077
  [540/557] loss=0.2956 upd_norm=0.9832 disp=47.0898 sampler=0.0081 lr=0.000075
  EMIT ckpt step=5242 reason=epoch_end on_ladder=True -> step00005242.pt

--- Phase 2, Epoch 13 (P2 epoch 6) ---
  [0/557] loss=0.2698 upd_norm=1.2504 disp=47.1351 sampler=0.0002 lr=0.000073
  [20/557] loss=0.3263 upd_norm=1.2284 disp=47.1867 sampler=0.0025 lr=0.000070
  [40/557] loss=0.2609 upd_norm=1.6085 disp=47.2366 sampler=0.0045 lr=0.000068
  VAL step=5300 (p2=3400) val_loss=0.2292 auc_pr_mean=0.8782
  [60/557] loss=0.3671 upd_norm=1.8084 disp=47.2847 sampler=0.0062 lr=0.000065
  [80/557] loss=0.3281 upd_norm=1.3117 disp=47.3310 sampler=0.0079 lr=0.000063
  [100/557] loss=0.2827 upd_norm=1.1344 disp=47.3757 sampler=0.0094 lr=0.000061
  EMIT ckpt step=5352 reason=displacement on_ladder=True -> step00005352.pt
  [120/557] loss=0.2601 upd_norm=1.3652 disp=47.4187 sampler=0.0011 lr=0.000058
  [140/557] loss=0.3042 upd_norm=1.2387 disp=47.4602 sampler=0.0029 lr=0.000056
  VAL step=5400 (p2=3500) val_loss=0.2294 auc_pr_mean=0.8783
  [160/557] loss=0.3110 upd_norm=1.0085 disp=47.5000 sampler=0.0043 lr=0.000054
  [180/557] loss=0.2916 upd_norm=1.1642 disp=47.5382 sampler=0.0057 lr=0.000052
  [200/557] loss=0.3291 upd_norm=1.9617 disp=47.5748 sampler=0.0069 lr=0.000050
  [220/557] loss=0.2793 upd_norm=1.3838 disp=47.6100 sampler=0.0081 lr=0.000048
  [240/557] loss=0.3136 upd_norm=1.6269 disp=47.6437 sampler=0.0092 lr=0.000046
  EMIT ckpt step=5499 reason=displacement on_ladder=True -> step00005499.pt
  VAL step=5500 (p2=3600) val_loss=0.2286 auc_pr_mean=0.8788
  [260/557] loss=0.3315 upd_norm=1.2283 disp=47.6760 sampler=0.0003 lr=0.000044
  [280/557] loss=0.3194 upd_norm=1.0789 disp=47.7068 sampler=0.0016 lr=0.000042
  [300/557] loss=0.3426 upd_norm=1.3034 disp=47.7363 sampler=0.0028 lr=0.000040
  [320/557] loss=0.3185 upd_norm=1.4258 disp=47.7644 sampler=0.0038 lr=0.000038
  [340/557] loss=0.2808 upd_norm=1.1487 disp=47.7911 sampler=0.0047 lr=0.000036
